node	occupation	category
3864	politician	D
3865	politician	P
3866	politician	P
3867	celebrity	I
3868	scientist	I
3869	celebrity	P
3870	celebrity	I
3871	celebrity	P
3872	celebrity	I
3873	politician	P
3874	scientist	P
3875	politician	P
3876	celebrity	I
3877	scientist	I
3878	scientist	I
3879	scientist	I
3880	politician	P
3881	politician	D
3882	celebrity	D
3883	scientist	P
3884	celebrity	I
3885	celebrity	P
3886	celebrity	P
3887	celebrity	I
3888	scientist	D
3889	celebrity	D
3890	celebrity	D
3891	scientist	D
3892	politician	I
3893	politician	I
3894	scientist	I
3895	celebrity	P
3896	scientist	P
3897	scientist	D
3898	celebrity	I
3899	celebrity	D
3900	celebrity	D
3901	politician	I
3902	scientist	D
3903	scientist	P
3904	politician	D
3905	politician	I
3906	politician	D
3907	celebrity	D
3908	politician	I
3909	celebrity	D
3910	scientist	P
3911	celebrity	D
3912	scientist	P
3913	scientist	D
3914	celebrity	D
3915	celebrity	D
3916	celebrity	P
3917	scientist	D
3918	politician	I
3919	celebrity	D
3920	scientist	I
3921	celebrity	P
3922	scientist	I
3923	politician	P
3924	scientist	D
3925	scientist	P
3926	politician	I
3927	celebrity	D
3928	celebrity	I
3929	scientist	I
3930	scientist	I
3931	celebrity	I
3932	politician	I
3933	scientist	I
3934	scientist	D
3935	politician	I
3936	celebrity	I
3937	scientist	I
3938	politician	D
3939	scientist	P
3940	politician	D
3941	scientist	I
3942	celebrity	I
3943	scientist	D
3944	celebrity	I
3945	scientist	D
3946	politician	P
3947	celebrity	P
3948	politician	I
3949	celebrity	P
3950	celebrity	D
3951	scientist	D
3952	politician	D
3953	scientist	P
3954	celebrity	P
3955	politician	P
3956	politician	D
3957	celebrity	D
3958	scientist	I
3959	celebrity	D
3960	celebrity	I
3961	politician	I
3962	politician	P
3963	scientist	P
3964	politician	I
3965	scientist	P
3966	celebrity	D
3967	scientist	D
3968	politician	D
3969	scientist	P
3970	celebrity	D
3971	scientist	P
3972	scientist	D
3973	politician	D
3974	politician	P
3975	celebrity	I
3976	celebrity	D
3977	celebrity	I
3978	celebrity	I
3979	scientist	P
3980	celebrity	D
3981	politician	D
3982	politician	D
3983	celebrity	P
3984	scientist	D
3985	celebrity	D
3986	politician	I
3987	scientist	P
3988	scientist	D
3989	politician	D
3990	celebrity	D
3991	scientist	D
3992	celebrity	P
3993	politician	P
3994	celebrity	P
3995	scientist	D
3996	scientist	I
3997	politician	P
3998	politician	P
3999	politician	D
4000	celebrity	I
4001	scientist	I
4002	celebrity	I
4003	celebrity	D
4004	celebrity	P
4005	celebrity	P
4006	scientist	I
4007	celebrity	I
4008	politician	D
4009	politician	I
4010	celebrity	P
4011	scientist	I
4012	politician	D
4013	celebrity	D
4014	celebrity	I
4015	politician	P
4016	politician	P
4017	scientist	D
4018	celebrity	P
4019	politician	I
4020	politician	P
4021	scientist	I
4022	politician	P
4023	politician	P
4024	celebrity	D
4025	celebrity	D
4026	celebrity	I
4027	politician	I
4028	celebrity	I
4029	scientist	P
4030	celebrity	I
4031	politician	I
4032	celebrity	P
4033	politician	P
4034	scientist	P
4035	scientist	I
4036	politician	D
4037	celebrity	D
4038	scientist	P
4039	politician	P
4040	politician	I
4041	celebrity	D
4042	scientist	I
4043	scientist	I
4044	celebrity	I
4045	celebrity	I
4046	scientist	D
4047	celebrity	I
4048	celebrity	P
4049	politician	P
4050	scientist	P
4051	politician	I
4052	celebrity	D
4053	politician	D
4054	politician	D
4055	celebrity	D
4056	politician	D
4057	scientist	D
4058	scientist	I
4059	celebrity	I
4060	scientist	I
4061	politician	D
4062	politician	P
4063	celebrity	I
4064	scientist	D
4065	politician	P
4066	scientist	I
4067	scientist	P
4068	celebrity	D
4069	celebrity	I
4070	scientist	P
4071	scientist	D
4072	politician	P
4073	celebrity	I
4074	celebrity	P
4075	celebrity	D
4076	celebrity	P
4077	scientist	I
4078	celebrity	D
4079	scientist	D
4080	scientist	D
4081	scientist	D
4082	politician	D
4083	scientist	P
4084	scientist	I
4085	celebrity	D
4086	scientist	I
4087	scientist	D
4088	scientist	D
4089	scientist	D
4090	scientist	P
4091	politician	P
4092	politician	I
4093	celebrity	D
4094	politician	D
4095	politician	I
4096	politician	P
4097	scientist	D
4098	scientist	P
4099	celebrity	D
4100	politician	P
4101	celebrity	P
4102	scientist	D
4103	politician	P
4104	celebrity	D
4105	celebrity	P
4106	celebrity	I
4107	scientist	I
4108	politician	I
4109	politician	I
4110	scientist	P
4111	celebrity	P
4112	celebrity	D
4113	politician	D
4114	politician	D
4115	celebrity	I
4116	politician	P
4117	celebrity	P
4118	scientist	D
4119	politician	I
4120	celebrity	D
4121	politician	I
4122	celebrity	D
4123	politician	D
4124	celebrity	P
4125	politician	D
4126	scientist	I
4127	politician	I
4128	scientist	D
4129	celebrity	I
4130	scientist	I
4131	politician	D
4132	scientist	I
4133	celebrity	I
4134	celebrity	P
4135	politician	P
4136	politician	P
4137	celebrity	D
4138	celebrity	P
4139	scientist	P
4140	politician	P
4141	politician	D
4142	celebrity	D
4143	celebrity	P
4144	scientist	D
4145	celebrity	D
4146	scientist	I
4147	celebrity	D
4148	scientist	I
4149	celebrity	I
4150	celebrity	I
4151	celebrity	I
4152	politician	P
4153	celebrity	P
4154	scientist	I
4155	politician	D
4156	politician	I
4157	celebrity	D
4158	politician	P
4159	politician	I
4160	politician	D
4161	scientist	P
4162	scientist	P
4163	politician	P
4164	politician	D
4165	scientist	I
4166	scientist	P
4167	celebrity	P
4168	politician	D
4169	celebrity	I
4170	politician	P
4171	scientist	D
4172	celebrity	I
4173	politician	D
4174	politician	I
4175	scientist	I
4176	celebrity	I
4177	scientist	I
4178	politician	P
4179	politician	P
4180	scientist	P
4181	celebrity	I
4182	celebrity	P
4183	politician	P
4184	celebrity	D
4185	celebrity	D
4186	scientist	D
4187	celebrity	P
4188	celebrity	I
4189	scientist	D
4190	scientist	I
4191	politician	I
4192	scientist	I
4193	politician	I
4194	scientist	D
4195	politician	D
4196	scientist	P
4197	scientist	P
4198	celebrity	I
4199	scientist	I
4200	politician	D
4201	politician	I
4202	celebrity	D
4203	celebrity	P
4204	politician	P
4205	scientist	P
4206	politician	D
4207	scientist	P
4208	scientist	I
4209	politician	P
4210	scientist	I
4211	celebrity	I
4212	politician	I
4213	politician	I
4214	scientist	D
4215	scientist	P
4216	celebrity	D
4217	politician	I
4218	politician	D
4219	politician	D
4220	scientist	P
4221	scientist	D
4222	scientist	P
4223	scientist	P
4224	politician	I
4225	scientist	P
4226	celebrity	I
4227	celebrity	P
4228	celebrity	I
4229	scientist	I
4230	celebrity	P
4231	scientist	P
4232	scientist	D
4233	politician	P
4234	politician	I
4235	politician	I
4236	scientist	I
4237	scientist	I
4238	scientist	P
4239	celebrity	D
4240	politician	I
4241	celebrity	D
4242	celebrity	P
4243	celebrity	D
4244	scientist	D
4245	politician	P
4246	politician	P
4247	celebrity	D
4248	politician	D
4249	politician	P
4250	politician	P
4251	scientist	P
4252	scientist	P
4253	scientist	I
4254	celebrity	P
4255	scientist	P
4256	politician	I
4257	politician	P
4258	politician	D
4259	politician	I
4260	celebrity	D
4261	scientist	D
4262	scientist	I
4263	scientist	I
4264	scientist	D
4265	politician	P
4266	politician	I
4267	scientist	I
4268	celebrity	I
4269	celebrity	I
4270	celebrity	I
4271	celebrity	I
4272	celebrity	D
4273	scientist	D
4274	celebrity	I
4275	scientist	D
4276	celebrity	P
4277	politician	P
4278	celebrity	I
4279	politician	D
4280	scientist	I
4281	celebrity	P
4282	scientist	I
4283	celebrity	I
4284	scientist	P
4285	scientist	I
4286	scientist	P
4287	celebrity	D
4288	politician	D
4289	politician	D
4290	politician	P
4291	politician	D
4292	scientist	D
4293	scientist	D
4294	celebrity	D
4295	celebrity	I
4296	politician	D
4297	politician	D
4298	celebrity	P
4299	politician	P
4300	scientist	P
4301	celebrity	P
4302	scientist	I
4303	politician	I
4304	politician	P
4305	scientist	P
4306	scientist	P
4307	politician	D
4308	politician	P
4309	politician	D
4310	politician	I
4311	politician	P
4312	celebrity	I
4313	politician	P
4314	scientist	D
4315	celebrity	D
4316	celebrity	I
4317	celebrity	I
4318	celebrity	P
4319	scientist	I
4320	politician	P
4321	scientist	P
4322	politician	I
4323	scientist	I
4324	scientist	P
4325	celebrity	P
4326	politician	I
4327	politician	D
4328	scientist	I
4329	celebrity	P
4330	celebrity	D
4331	scientist	D
4332	scientist	P
4333	scientist	P
4334	politician	I
4335	celebrity	P
4336	celebrity	D
4337	celebrity	I
4338	celebrity	D
4339	celebrity	D
4340	scientist	D
4341	celebrity	I
4342	politician	D
4343	scientist	I
4344	scientist	D
4345	scientist	I
4346	scientist	D
4347	celebrity	P
4348	politician	I
4349	celebrity	D
4350	celebrity	D
4351	celebrity	D
4352	celebrity	I
4353	celebrity	D
4354	celebrity	P
4355	scientist	D
4356	celebrity	D
4357	politician	P
4358	scientist	D
4359	scientist	P
4360	scientist	I
4361	celebrity	I
4362	celebrity	D
4363	scientist	D
4364	celebrity	P
4365	scientist	P
4366	scientist	D
4367	scientist	I
4368	politician	P
4369	scientist	I
4370	scientist	P
4371	scientist	P
4372	politician	P
4373	celebrity	P
4374	celebrity	I
4375	celebrity	P
4376	scientist	D
4377	celebrity	I
4378	politician	I
4379	celebrity	P
4380	celebrity	P
4381	politician	D
4382	celebrity	I
4383	celebrity	P
4384	scientist	D
4385	scientist	D
4386	politician	D
4387	celebrity	P
4388	politician	I
4389	celebrity	P
4390	scientist	I
4391	politician	P
4392	scientist	P
4393	politician	P
4394	celebrity	I
4395	politician	P
4396	politician	P
4397	scientist	D
4398	celebrity	D
4399	celebrity	I
4400	politician	P
4401	scientist	I
4402	scientist	I
4403	politician	I
4404	celebrity	I
4405	scientist	I
4406	celebrity	P
4407	scientist	D
4408	politician	D
4409	celebrity	D
4410	celebrity	D
4411	celebrity	D
4412	celebrity	I
4413	scientist	I
4414	politician	D
4415	scientist	D
4416	scientist	I
4417	scientist	D
4418	politician	P
4419	politician	D
4420	celebrity	I
4421	celebrity	D
4422	politician	D
4423	politician	D
4424	scientist	I
4425	politician	D
4426	politician	I
4427	scientist	I
4428	celebrity	D
4429	scientist	P
4430	celebrity	D
4431	politician	I
4432	scientist	D
4433	politician	I
4434	celebrity	P
4435	celebrity	P
4436	politician	P
4437	celebrity	P
4438	scientist	P
4439	scientist	D
4440	scientist	I
4441	celebrity	D
4442	celebrity	P
4443	celebrity	D
4444	politician	D
4445	scientist	I
4446	celebrity	I
4447	celebrity	P
4448	politician	P
4449	politician	D
4450	politician	D
4451	scientist	D
4452	scientist	P
4453	celebrity	D
4454	politician	D
4455	celebrity	P
4456	celebrity	D
4457	politician	P
4458	scientist	P
4459	scientist	P
4460	politician	P
4461	scientist	D
4462	scientist	D
4463	celebrity	I
4464	politician	I
4465	celebrity	D
4466	celebrity	I
4467	celebrity	I
4468	celebrity	D
4469	scientist	I
4470	scientist	P
4471	scientist	D
4472	celebrity	P
4473	celebrity	I
4474	politician	I
4475	politician	P
4476	celebrity	P
4477	scientist	I
4478	scientist	I
4479	scientist	I
4480	scientist	I
4481	scientist	D
4482	scientist	I
4483	politician	D
4484	politician	D
4485	celebrity	P
4486	scientist	D
4487	politician	I
4488	scientist	I
4489	scientist	I
4490	politician	P
4491	politician	P
4492	scientist	I
4493	celebrity	I
4494	celebrity	I
4495	scientist	I
4496	celebrity	D
4497	celebrity	D
4498	politician	P
4499	politician	I
4500	scientist	P
4501	celebrity	D
4502	politician	D
4503	scientist	I
4504	scientist	P
4505	scientist	I
4506	celebrity	I
4507	celebrity	P
4508	celebrity	I
4509	scientist	D
4510	politician	D
4511	scientist	D
4512	scientist	I
4513	celebrity	I
4514	politician	I
4515	politician	I
4516	celebrity	I
4517	celebrity	P
4518	celebrity	I
4519	celebrity	I
4520	celebrity	P
4521	politician	P
4522	scientist	D
4523	scientist	P
4524	politician	P
4525	politician	P
4526	politician	D
4527	scientist	I
4528	scientist	P
4529	celebrity	I
4530	politician	P
4531	scientist	I
4532	celebrity	I
4533	politician	P
4534	politician	P
4535	politician	I
4536	celebrity	D
4537	scientist	I
4538	politician	I
4539	scientist	P
4540	politician	P
4541	celebrity	I
4542	politician	D
4543	politician	I
4544	scientist	P
4545	celebrity	P
4546	politician	D
4547	scientist	P
4548	celebrity	D
4549	scientist	P
4550	celebrity	D
4551	scientist	D
4552	celebrity	I
4553	celebrity	D
4554	celebrity	D
4555	celebrity	I
4556	politician	P
4557	celebrity	I
4558	scientist	I
4559	scientist	D
4560	scientist	P
4561	celebrity	P
4562	celebrity	I
4563	celebrity	D
4564	scientist	P
4565	politician	D
4566	scientist	P
4567	scientist	I
4568	politician	I
4569	scientist	I
4570	scientist	I
4571	scientist	I
4572	politician	D
4573	celebrity	I
4574	scientist	P
4575	politician	P
4576	scientist	D
4577	celebrity	I
4578	politician	D
4579	scientist	I
4580	politician	I
4581	celebrity	P
4582	politician	I
4583	scientist	I
4584	politician	P
4585	celebrity	D
4586	politician	D
4587	politician	I
4588	scientist	P
4589	celebrity	P
4590	celebrity	I
4591	scientist	D
4592	celebrity	I
4593	politician	I
4594	politician	I
4595	celebrity	D
4596	celebrity	I
4597	celebrity	P
4598	celebrity	I
4599	celebrity	D
4600	celebrity	I
4601	politician	P
4602	politician	I
4603	celebrity	I
4604	politician	I
4605	politician	D
4606	celebrity	I
4607	celebrity	P
4608	celebrity	P
4609	celebrity	P
4610	scientist	P
4611	celebrity	D
4612	celebrity	D
4613	politician	D
4614	scientist	P
4615	celebrity	P
4616	celebrity	I
4617	celebrity	P
4618	scientist	I
4619	scientist	P
4620	celebrity	P
4621	politician	I
4622	scientist	P
4623	politician	I
4624	scientist	P
4625	celebrity	I
4626	politician	D
4627	celebrity	I
4628	celebrity	I
4629	scientist	P
4630	scientist	P
4631	scientist	I
4632	politician	I
4633	celebrity	P
4634	celebrity	P
4635	celebrity	D
4636	politician	I
4637	celebrity	P
4638	politician	P
4639	politician	I
4640	scientist	D
4641	politician	I
4642	politician	D
4643	politician	I
4644	celebrity	I
4645	celebrity	I
4646	celebrity	P
4647	politician	I
4648	scientist	P
4649	celebrity	I
4650	celebrity	I
4651	politician	D
4652	celebrity	I
4653	celebrity	P
4654	politician	I
4655	politician	P
4656	politician	D
4657	scientist	D
4658	politician	P
4659	politician	D
4660	politician	D
4661	politician	P
4662	celebrity	D
4663	politician	I
4664	politician	D
4665	scientist	P
4666	celebrity	P
4667	scientist	I
4668	celebrity	D
4669	scientist	I
4670	celebrity	P
4671	politician	I
4672	scientist	D
4673	celebrity	P
4674	celebrity	I
4675	celebrity	D
4676	celebrity	D
4677	celebrity	D
4678	scientist	P
4679	politician	P
4680	politician	P
4681	politician	D
4682	celebrity	I
4683	scientist	D
4684	celebrity	D
4685	politician	P
4686	politician	I
4687	celebrity	D
4688	celebrity	P
4689	scientist	I
4690	scientist	I
4691	politician	D
4692	scientist	I
4693	politician	P
4694	politician	P
4695	celebrity	D
4696	celebrity	P
4697	politician	P
4698	scientist	P
4699	politician	P
4700	politician	I
4701	scientist	P
4702	celebrity	P
4703	celebrity	P
4704	celebrity	I
4705	celebrity	I
4706	celebrity	D
4707	scientist	P
4708	scientist	P
4709	celebrity	I
4710	celebrity	D
4711	politician	I
4712	celebrity	I
4713	celebrity	I
4714	scientist	I
4715	politician	D
4716	politician	I
4717	celebrity	I
4718	celebrity	D
4719	celebrity	D
4720	celebrity	I
4721	scientist	P
4722	politician	D
4723	celebrity	I
4724	politician	P
4725	scientist	I
4726	celebrity	I
4727	politician	I
4728	celebrity	D
4729	celebrity	D
4730	scientist	D
4731	celebrity	D
4732	politician	D
4733	scientist	P
4734	scientist	D
4735	scientist	P
4736	scientist	D
4737	scientist	D
4738	celebrity	I
4739	politician	I
4740	politician	D
4741	scientist	D
4742	politician	I
4743	scientist	I
4744	celebrity	I
4745	scientist	I
4746	politician	D
4747	politician	P
4748	scientist	P
4749	celebrity	D
4750	celebrity	D
4751	celebrity	P
4752	scientist	P
4753	scientist	P
4754	celebrity	I
4755	scientist	I
4756	celebrity	I
4757	politician	D
4758	politician	I
4759	politician	I
4760	scientist	I
4761	politician	I
4762	scientist	D
4763	celebrity	D
4764	politician	I
4765	scientist	P
4766	celebrity	D
4767	celebrity	P
4768	celebrity	I
4769	celebrity	D
4770	scientist	I
4771	scientist	I
4772	celebrity	D
4773	scientist	I
4774	scientist	P
4775	celebrity	P
4776	celebrity	I
4777	politician	P
4778	politician	D
4779	politician	P
4780	celebrity	I
4781	celebrity	P
4782	scientist	I
4783	celebrity	I
4784	politician	I
4785	scientist	I
4786	politician	I
4787	celebrity	P
4788	scientist	I
4789	celebrity	I
4790	politician	I
4791	politician	I
4792	politician	P
4793	celebrity	D
4794	politician	I
4795	scientist	P
4796	celebrity	I
4797	celebrity	I
4798	celebrity	P
4799	politician	P
4800	politician	P
4801	celebrity	P
4802	scientist	I
4803	politician	D
4804	politician	I
4805	celebrity	D
4806	celebrity	I
4807	politician	P
4808	celebrity	I
4809	politician	P
4810	politician	I
4811	politician	I
4812	celebrity	I
4813	scientist	P
4814	scientist	D
4815	celebrity	D
4816	politician	I
4817	politician	D
4818	celebrity	I
4819	politician	P
4820	celebrity	D
4821	politician	D
4822	celebrity	I
4823	politician	D
4824	scientist	P
4825	celebrity	I
4826	celebrity	D
4827	celebrity	D
4828	celebrity	I
4829	scientist	I
4830	scientist	D
4831	politician	I
4832	scientist	P
4833	celebrity	I
4834	politician	P
4835	scientist	P
4836	politician	D
4837	celebrity	D
4838	politician	I
4839	scientist	I
4840	celebrity	D
4841	politician	I
4842	scientist	I
4843	politician	D
4844	celebrity	I
4845	scientist	I
4846	scientist	I
4847	politician	D
4848	celebrity	P
4849	celebrity	D
4850	politician	P
4851	scientist	P
4852	politician	I
4853	politician	D
4854	scientist	I
4855	politician	P
4856	celebrity	D
4857	celebrity	P
4858	politician	D
4859	scientist	D
4860	celebrity	P
4861	scientist	D
4862	scientist	D
4863	celebrity	D
4864	politician	I
4865	celebrity	I
4866	celebrity	P
4867	celebrity	I
4868	politician	I
4869	politician	D
4870	politician	I
4871	politician	I
4872	scientist	P
4873	politician	P
4874	politician	D
4875	celebrity	P
4876	politician	I
4877	scientist	I
4878	celebrity	P
4879	politician	I
4880	celebrity	I
4881	scientist	D
4882	celebrity	P
4883	scientist	I
4884	celebrity	I
4885	scientist	I
4886	politician	I
4887	scientist	D
4888	celebrity	D
4889	scientist	P
4890	scientist	P
4891	scientist	D
4892	scientist	D
4893	scientist	D
4894	politician	P
4895	celebrity	D
4896	politician	D
4897	politician	I
4898	scientist	D
4899	politician	I
4900	politician	D
4901	politician	I
4902	celebrity	I
4903	scientist	I
4904	scientist	P
4905	scientist	P
4906	celebrity	I
4907	scientist	I
4908	politician	I
4909	celebrity	D
4910	politician	D
4911	scientist	D
4912	celebrity	I
4913	celebrity	P
4914	celebrity	I
4915	scientist	P
4916	scientist	I
4917	celebrity	I
4918	scientist	P
4919	celebrity	I
4920	politician	P
4921	celebrity	D
4922	celebrity	I
4923	celebrity	D
4924	politician	P
4925	celebrity	I
4926	scientist	P
4927	celebrity	D
4928	scientist	I
4929	scientist	D
4930	celebrity	D
4931	politician	P
4932	celebrity	P
4933	celebrity	I
4934	scientist	I
4935	celebrity	P
4936	scientist	P
4937	scientist	P
4938	scientist	D
4939	celebrity	D
4940	scientist	P
4941	celebrity	D
4942	celebrity	D
4943	celebrity	D
4944	politician	P
4945	scientist	I
4946	politician	D
4947	celebrity	I
4948	politician	P
4949	scientist	P
4950	politician	D
4951	politician	D
4952	celebrity	P
4953	scientist	D
4954	celebrity	P
4955	politician	D
4956	celebrity	D
4957	celebrity	P
4958	scientist	D
4959	celebrity	P
4960	celebrity	I
4961	politician	P
4962	scientist	P
4963	scientist	D
4964	celebrity	D
4965	politician	P
4966	scientist	I
4967	scientist	D
4968	politician	I
4969	celebrity	D
4970	scientist	D
4971	celebrity	P
4972	politician	P
4973	celebrity	D
4974	politician	P
4975	celebrity	P
4976	politician	D
4977	celebrity	D
4978	celebrity	P
4979	celebrity	I
4980	celebrity	I
4981	scientist	I
4982	politician	I
4983	celebrity	I
4984	scientist	D
4985	politician	D
4986	scientist	I
4987	politician	D
4988	celebrity	I
4989	politician	P
4990	scientist	I
4991	scientist	P
4992	politician	P
4993	celebrity	P
4994	politician	I
4995	scientist	D
4996	politician	D
4997	scientist	D
4998	celebrity	P
4999	politician	D
5000	scientist	I
5001	celebrity	D
5002	scientist	P
5003	celebrity	D
5004	politician	D
5005	scientist	P
5006	scientist	D
5007	celebrity	P
5008	celebrity	D
5009	politician	D
5010	politician	D
5011	celebrity	D
5012	politician	I
5013	politician	P
5014	celebrity	P
5015	celebrity	P
5016	politician	P
5017	scientist	D
5018	scientist	D
5019	politician	I
5020	politician	P
5021	celebrity	D
5022	politician	I
5023	scientist	I
5024	politician	P
5025	scientist	I
5026	politician	P
5027	scientist	D
5028	celebrity	I
5029	politician	P
5030	politician	D
5031	scientist	D
5032	scientist	D
5033	scientist	I
5034	celebrity	P
5035	celebrity	I
5036	scientist	I
5037	scientist	D
5038	politician	P
5039	celebrity	D
5040	scientist	P
5041	celebrity	I
5042	celebrity	D
5043	celebrity	D
5044	scientist	D
5045	celebrity	I
5046	scientist	D
5047	politician	I
5048	scientist	P
5049	scientist	I
5050	scientist	I
5051	politician	P
5052	celebrity	P
5053	scientist	D
5054	scientist	I
5055	politician	P
5056	scientist	P
5057	politician	D
5058	politician	P
5059	celebrity	P
5060	celebrity	P
5061	politician	I
5062	politician	P
5063	celebrity	D
5064	celebrity	I
5065	celebrity	P
5066	celebrity	P
5067	celebrity	P
5068	politician	P
5069	celebrity	I
5070	politician	I
5071	scientist	D
5072	celebrity	P
5073	scientist	I
5074	celebrity	I
5075	scientist	P
5076	scientist	I
5077	scientist	P
5078	scientist	D
5079	celebrity	P
5080	scientist	D
5081	politician	P
5082	politician	I
5083	scientist	I
5084	scientist	D
5085	politician	I
5086	scientist	I
5087	celebrity	P
5088	politician	D
5089	politician	I
5090	politician	I
5091	politician	I
5092	politician	D
5093	scientist	I
5094	celebrity	D
5095	politician	P
5096	politician	D
5097	politician	D
5098	scientist	D
5099	scientist	I
5100	politician	I
5101	politician	P
5102	celebrity	D
5103	scientist	D
5104	politician	P
5105	celebrity	I
5106	scientist	I
5107	celebrity	D
5108	scientist	P
5109	politician	P
5110	politician	I
5111	scientist	I
5112	scientist	D
5113	scientist	D
5114	scientist	P
5115	celebrity	I
5116	celebrity	D
5117	celebrity	P
5118	politician	D
5119	scientist	P
5120	scientist	P
5121	celebrity	I
5122	politician	D
5123	scientist	P
5124	scientist	I
5125	scientist	I
5126	scientist	D
5127	politician	D
5128	celebrity	I
5129	celebrity	D
5130	politician	D
5131	celebrity	D
5132	scientist	I
5133	politician	D
5134	scientist	D
5135	celebrity	D
5136	celebrity	I
5137	politician	I
5138	scientist	I
5139	politician	P
5140	politician	P
5141	politician	D
5142	politician	I
5143	politician	I
5144	celebrity	D
5145	scientist	P
5146	politician	P
5147	celebrity	P
5148	celebrity	D
5149	scientist	D
5150	politician	D
5151	politician	I
5152	scientist	D
5153	scientist	P
5154	celebrity	D
5155	scientist	I
5156	scientist	P
5157	scientist	D
5158	politician	D
5159	scientist	I
5160	politician	D
5161	scientist	P
5162	politician	D
5163	politician	D
5164	celebrity	D
5165	politician	D
5166	politician	D
5167	scientist	P
5168	politician	P
5169	scientist	I
5170	politician	D
5171	celebrity	P
5172	celebrity	D
5173	scientist	D
5174	politician	P
5175	scientist	I
5176	politician	D
5177	scientist	I
5178	celebrity	D
5179	celebrity	D
5180	politician	P
5181	scientist	P
5182	politician	I
5183	scientist	D
5184	politician	D
5185	celebrity	D
5186	celebrity	D
5187	politician	P
5188	politician	I
5189	celebrity	I
5190	celebrity	P
5191	scientist	I
5192	politician	I
5193	celebrity	P
5194	politician	P
5195	scientist	D
5196	celebrity	D
5197	politician	D
5198	scientist	D
5199	politician	P
5200	scientist	D
5201	politician	D
5202	scientist	P
5203	scientist	P
5204	celebrity	I
5205	scientist	I
5206	scientist	D
5207	politician	D
5208	celebrity	P
5209	celebrity	D
5210	scientist	D
5211	scientist	D
5212	politician	P
5213	scientist	I
5214	celebrity	I
5215	scientist	D
5216	scientist	P
5217	politician	P
5218	politician	P
5219	celebrity	I
5220	scientist	D
5221	politician	P
5222	scientist	D
5223	celebrity	P
5224	politician	P
5225	scientist	P
5226	scientist	D
5227	scientist	P
5228	scientist	P
5229	celebrity	P
5230	scientist	D
5231	celebrity	D
5232	scientist	I
5233	scientist	I
5234	scientist	P
5235	scientist	P
5236	politician	P
5237	celebrity	P
5238	celebrity	D
5239	scientist	I
5240	scientist	I
5241	scientist	P
5242	celebrity	I
5243	scientist	P
5244	scientist	D
5245	celebrity	D
5246	scientist	P
5247	scientist	D
5248	politician	I
5249	celebrity	P
5250	celebrity	I
5251	politician	D
5252	scientist	P
5253	celebrity	D
5254	celebrity	P
5255	politician	P
5256	scientist	D
5257	politician	D
5258	politician	I
5259	politician	P
5260	celebrity	D
5261	celebrity	D
5262	politician	P
5263	scientist	D
5264	scientist	P
5265	politician	P
5266	celebrity	D
5267	celebrity	P
5268	celebrity	P
5269	celebrity	D
5270	celebrity	I
5271	scientist	P
5272	scientist	P
5273	politician	D
5274	politician	D
5275	politician	D
5276	celebrity	I
5277	politician	D
5278	celebrity	I
5279	celebrity	P
5280	politician	P
5281	scientist	I
5282	celebrity	P
5283	politician	D
5284	politician	I
5285	politician	P
5286	politician	D
5287	scientist	D
5288	politician	D
5289	scientist	D
5290	celebrity	P
5291	politician	P
5292	celebrity	P
5293	politician	P
5294	celebrity	D
5295	celebrity	P
5296	scientist	P
5297	politician	D
5298	politician	P
5299	politician	D
5300	celebrity	P
5301	scientist	I
5302	scientist	P
5303	politician	D
5304	scientist	D
5305	politician	I
5306	scientist	D
5307	politician	I
5308	celebrity	P
5309	politician	I
5310	politician	I
5311	politician	I
5312	scientist	I
5313	politician	D
5314	politician	I
5315	celebrity	P
5316	scientist	I
5317	scientist	D
5318	scientist	I
5319	scientist	P
5320	scientist	P
5321	politician	D
5322	celebrity	D
5323	scientist	P
5324	scientist	I
5325	politician	I
5326	politician	D
5327	celebrity	I
5328	politician	I
5329	politician	P
5330	celebrity	P
5331	celebrity	D
5332	scientist	I
5333	celebrity	I
5334	scientist	I
5335	celebrity	P
5336	scientist	D
5337	scientist	P
5338	celebrity	P
5339	politician	P
5340	politician	D
5341	scientist	P
5342	celebrity	I
5343	celebrity	I
5344	scientist	I
5345	politician	I
5346	politician	D
5347	politician	I
5348	politician	I
5349	celebrity	I
5350	politician	P
5351	politician	I
5352	politician	P
5353	politician	I
5354	politician	I
5355	celebrity	I
5356	politician	D
5357	scientist	D
5358	scientist	I
5359	scientist	I
5360	scientist	P
5361	politician	P
5362	scientist	P
5363	scientist	I
5364	celebrity	I
5365	politician	P
5366	politician	P
5367	politician	I
5368	politician	I
5369	politician	P
5370	scientist	D
5371	politician	D
5372	scientist	D
5373	celebrity	P
5374	politician	P
5375	scientist	D
5376	scientist	I
5377	politician	I
5378	scientist	P
5379	politician	D
5380	scientist	P
5381	celebrity	D
5382	politician	P
5383	politician	I
5384	politician	D
5385	celebrity	I
5386	celebrity	P
5387	celebrity	P
5388	scientist	I
5389	politician	I
5390	politician	D
5391	scientist	P
5392	celebrity	D
5393	politician	P
5394	scientist	D
5395	politician	D
5396	celebrity	I
5397	politician	D
5398	celebrity	D
5399	scientist	P
5400	scientist	P
5401	politician	D
5402	scientist	P
5403	scientist	I
5404	politician	P
5405	politician	I
5406	scientist	D
5407	celebrity	P
5408	celebrity	D
5409	scientist	I
5410	politician	P
5411	celebrity	I
5412	scientist	D
5413	celebrity	P
5414	celebrity	D
